eventid,iyear,imonth,iday,provstate,city,latitude,longitude,location,summary,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,gname,claimed,claimmode,claimmode_txt,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,Date,Month,TTP,dayofweek
201301190002,2013,1,19,Sindh,Karachi,24.891116,67.143312,Area Of Northwest Karachi,"01/19/2013: Assailants threw a cracker bomb at the entrance to Rizwan Silk Mill in the Baldia Town area of Karachi, Sindh, Pakistan. No one was injured in the blast and no damages were sustained. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident and sources stated that the owner of the factory had defied extortion demands from the Tehrik-i-Taliban Pakistan (TTP).",0,1,0,3,Bombing/Explosion,1,Business,5.0,Industrial/Textiles/Factory,Rizwan Silk Mill,Garments factory entrance,Tehrik-i-Taliban Pakistan (TTP),1,9.0,Other,6,Explosives,7.0,Grenade,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,"The amount of extortion demanded conflicts across sources, between $4,726.57 and $9,453.14.",START Primary Collection,0,0,0,0,2013-01-19,Jan,1.0,Saturday
201301190004,2013,1,19,Khyber Pakhtunkhwa,Masho Khel,33.906777,71.50098,Budh Bair area,"01/19/2013: A remote-controlled explosive device placed in a government girls primary school detonated in Budh Bair area, Masho Khel, Khyber Pakhtunkhwa, Pakistan. No one was injured in the attack; however, several rooms of the school were destroyed. No group claimed responsibility for the incident; however, police officers blamed Tehrik-i-Taliban Pakistan (TTP).",0,1,0,3,Bombing/Explosion,8,Educational Institution,49.0,School/University/Educational Building,"Girls' Primary School, Badabair",School building,Tehrik-i-Taliban Pakistan (TTP),0,,,6,Explosives,12.0,Remote Trigger,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Two school classrooms were damaged in this attack.,0,,,,,,,,,,,,,,,,,START Primary Collection,0,0,0,0,2013-01-19,Jan,1.0,Saturday
201301200001,2013,1,20,Sindh,Karachi,24.891116,67.143312,"The incident occurred in the Ittehad Town area of Khyber Chowk, Karachi","01/20/2013: An explosive device hidden in a motorcycle detonated near a vehicle containing Muhammad Din Shah Afridi, an Awami National Party (ANP) leader and local contractor, in the Khyber Chowk area of Ittehad neighborhood, Karachi, Sindh, Pakistan. Afridi was uninjured; however, four other people sustained injuries and numerous shops were damaged. No group claimed responsibility for the incident; however, police suspect the Tehrik-i-Taliban Pakistan (TTP) targeted Afridi because they had been making extortion demands from him.",0,0,0,1,Assassination,14,Private Citizens & Property,84.0,Political Party Member/Rally,Awami National Party (ANP),Leader: Muhammad Din Shah Afridi,Tehrik-i-Taliban Pakistan (TTP),0,,,6,Explosives,15.0,Vehicle,0.0,0.0,0.0,4.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,"Three vehicles, 2 rickshaws, a hospital building, a medical store, and an electricity transformer were damaged in this attack.",0,,,,,,,,,,,,,,,,,START Primary Collection,0,0,0,0,2013-01-20,Jan,1.0,Sunday
201301220005,2013,1,22,Khyber Pakhtunkhwa,Peshawar,34.006004,71.537431,Incident occurred At Bacha Khan Square.,"01/22/2013: An explosive device detonated near a collection of compact disc (CD) shops in Bacha Khan Chowk, Peshawar district, Khyber Pakhtunkhwa province, Pakistan. This was one of two blasts at CD shops in Bacha Khan on January 22nd, 2013; four CD shops were destroyed across the two attacks. No group claimed responsibility; however, authorities arrested 11 children who claimed that the United Baloch Army (UBA) paid them to commit the attack.",1,1,0,3,Bombing/Explosion,1,Business,7.0,Retail/Grocery/Bakery,Unknown,CD Shops,United Baloch Army (UBA),0,,,6,Explosives,12.0,Remote Trigger,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,CD shops and the power supply system was damaged.,0,,,,,,,,,,,,,,,,,START Primary Collection,0,0,0,0,2013-01-22,Jan,0.0,Tuesday
201301220020,2013,1,22,Khyber Pakhtunkhwa,Peshawar,34.006004,71.537431,Bacha Khan Chowk,"01/22/2013: An explosive device detonated near a collection of compact disc (CD) shops in Bacha Khan Chowk, Peshawar district, Khyber Pakhtunkhwa province, Pakistan. This was one of two blasts at CD shops in Bacha Khan on January 22nd, 2013; four CD shops were destroyed across the two attacks. No group claimed responsibility; however, authorities arrested 11 children who claimed that the United Baloch Army (UBA) paid them to commit the attack.",1,1,0,3,Bombing/Explosion,1,Business,7.0,Retail/Grocery/Bakery,Unknown,CD Shops,United Baloch Army (UBA),0,,,6,Explosives,12.0,Remote Trigger,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,Three CD shops and the power supply system were damaged in this attack.,0,,,,,,,,,,,,,,,,,START Primary Collection,0,0,0,0,2013-01-22,Jan,0.0,Tuesday
201301230007,2013,1,23,Federally Administered Tribal Areas,South Waziristan district,32.34374,69.812798,,"01/00/2013: Sometime between January 2, 2013 and January 23, 2013, perpetrators kidnapped Asmatullah Kharoti from an unknown location in Afghanistan. Kharoti's body was found, bearing torture marks and gunshot wounds, on a roadside on January 23rd, 2013 in South Waziristan, Pakistan. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident in a note appended to the body. The note said that Kharoti had been killed because he was a spy who had implanted tracking devices in digital Korans that he had given as a present to Mullah Nazir, a commander who was later killed by a drone strike.",0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,113.0,Alleged Informant,Not Applicable,Suspected Spy: Asmatullah Kharoti,Tehrik-i-Taliban Pakistan (TTP),1,5.0,Note left at scene,5,Firearms,5.0,Unknown Gun Type,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1,1.0,0.0,,-99.0,,,0.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),0.0,,START Primary Collection,0,1,1,1,2013-01-23,Jan,1.0,Wednesday
201301230042,2013,1,23,Khyber Pakhtunkhwa,Hayatabad,33.81758,71.316931,,"01/23/2013: Three mortars were fired at Frontier Corps (FC) headquarters in Hayatabad, Khyber Pakhtunkhwa province, Pakistan. The number of casualties from the attack is unknown. No group claimed responsibility for the incident; however, police suspect Lashkar-e-Islam (Pakistan).",0,1,0,3,Bombing/Explosion,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Frontier Corps (FC),Hayatabad Headquarters,Lashkar-e-Islam (Pakistan),0,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if a FC headquarters was damaged in this attack.,0,,,,,,,,,,,,,,,,,START Primary Collection,0,0,0,0,2013-01-23,Jan,0.0,Wednesday
201301240003,2013,1,24,Sindh,Karachi,24.891116,67.143312,In Sherpao Colony Of Karachi,"01/24/2013: A low-intensity explosive device detonated in a garbage dump in the Landhi area of Karachi, Sindh, Pakistan. No one was injured in the attack, which was meant to lure police officers and rescue workers to the scene before a larger explosion. This was one of two incidents in this area on this day. No group claimed responsibility; however, a police official attributed the attack to the Tehrik-i-Taliban Pakistan (TTP).",1,1,0,3,Bombing/Explosion,3,Police,25.0,Police Security Forces/Officers,Pakistani Police,Officers,Tehrik-i-Taliban Pakistan (TTP),0,,,6,Explosives,12.0,Remote Trigger,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,START Primary Collection,0,0,0,0,2013-01-24,Jan,1.0,Thursday
201301240004,2013,1,24,Sindh,Karachi,24.891116,67.143312,,"01/24/2013: An explosive device placed in a garbage dump was remotely detonated in the Landhi area of Karachi, Sindh, Pakistan. The bomb was targeting respondents to an initial explosion at the same site. Four people were killed and at least 13 people injured. This was one of two incidents in this area on this day. No group claimed responsibility; however, a police official attributed the attack to the Tehrik-i-Taliban Pakistan (TTP).",1,1,0,3,Bombing/Explosion,3,Police,25.0,Police Security Forces/Officers,Pakistani Police,First Responders,Tehrik-i-Taliban Pakistan (TTP),0,,,6,Explosives,12.0,Remote Trigger,4.0,0.0,0.0,13.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,"Three ambulances, two motorcycles, a police vehicle, and the windows of nearby buildings were damaged in this attack.",0,,,,,,,,,,,,,,,,Casualty numbers for this incident conflict across sources.,START Primary Collection,0,0,0,0,2013-01-24,Jan,1.0,Thursday
201301240034,2013,1,24,Khyber Pakhtunkhwa,Hayatabad,33.976307,71.437158,,"01/24/2013: Perpetrators fired four mortars into a residential area of Hayatabad, Khyber Pakhtunkhwa province, Pakistan. Police believe the target of the attack was meant to be the Frontier Corps Headquarters. Three children were injured in the attack. No group claimed responsibility for the incident; however, authorities suspect Lashkar-e-Islam (Pakistan).",0,1,0,3,Bombing/Explosion,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Frontier Corps (FC),Hayatabad Headquarters,Lashkar-e-Islam (Pakistan),0,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",0.0,0.0,0.0,3.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,START Primary Collection,0,0,0,0,2013-01-24,Jan,0.0,Thursday
201301260002,2013,1,26,Balochistan,Dera Bugti,29.035054,69.148801,Dilber Area,"01/26/2013: Gunmen attacked an Aman peace committee checkpost in Dilber area, Dera Bugti district, Balochistan province, Pakistan. One member was killed and three were injured in the attack while four security officers who were kidnapped were executed soon after. The Balochistan Republican Army (BRA) claimed responsibility for the incident.",0,1,0,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,94.0,Non-State Militia,Aman Lashkars,Checkpoint,Baloch Republican Army (BRA),1,10.0,Unknown,5,Firearms,5.0,Unknown Gun Type,1.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Weapons were stolen in this attack.,1,5.0,0.0,,-99.0,,,0.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),0.0,Casualty numbers for this attack conflict across sources.,START Primary Collection,0,0,0,0,2013-01-26,Jan,0.0,Saturday
201301280013,2013,1,28,Balochistan,Pasni,25.26786,63.460991,Gwadar District,"01/28/2013: Gunmen opened fire a the Pasni Bazaar in Gwadar District in Pasni city, Balochistan province, Pakistan. Two Pakistan Air Force (PAF) soldiers and a shopkeeper were killed and one other person was wounded. The Baloch Liberation Front (BLF) claimed responsibility for this attack.",0,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Air Force,Soldiers,Baloch Liberation Front (BLF),1,10.0,Unknown,5,Firearms,5.0,Unknown Gun Type,3.0,0.0,0.0,1.0,0.0,0.0,-9,,,,It is unknown if a shop was damaged in this attack.,0,,,,,,,,,,,,,,,,,START Primary Collection,0,0,0,0,2013-01-28,Jan,0.0,Monday
201301290003,2013,1,29,Khyber Pakhtunkhwa,Kaala,34.105933,72.470934,,"01/29/2013: Gunmen opened fire on World Health Organization (WHO) workers in Kaala, Khyber Pakhtunkhwa province, Pakistan. The workers were unharmed, but a police officer escorting them was killed. The workers were providing polio vaccinations when they were attacked. There was no claim of responsibility for this attack; however, Tehrik-i-Taliban Pakistan (TTP) has made threats against the anti-polio program and WHO workers in the past.",0,1,0,2,Armed Assault,7,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",United Nations World Health Organization (WHO),Polio Vaccination Team,Tehrik-i-Taliban Pakistan (TTP),0,,,5,Firearms,5.0,Unknown Gun Type,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,START Primary Collection,0,1,1,1,2013-01-29,Jan,1.0,Tuesday
201301290004,2013,1,29,Balochistan,Quetta,30.20082,66.994352,Arbab Karam Khan road,"01/29/2013: Gunmen opened fire on a police vehicle in Quetta city, Balochistan province, Pakistan. Two police officers were killed and the van received an unknown amount of damage. Jaish-ul-Islam claimed responsibility for this attack.",0,1,0,2,Armed Assault,3,Police,23.0,Police Patrol (including vehicles and convoys),Pakistani Police,Van,Jaish-e-Islam,1,10.0,Unknown,5,Firearms,5.0,Unknown Gun Type,2.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A police vehicle was damaged in this attack.,0,,,,,,,,,,,,,,,,,START Primary Collection,0,0,0,0,2013-01-29,Jan,0.0,Tuesday
201301300006,2013,1,30,Sindh,Karachi,24.891116,67.143312,Sohrab Goth,"01/30/2013: Three assailants were killed when their explosive device detonated prematurely in Karachi city, Sindh province, Pakistan. The assailants were attempting to load the device into the trunk of a taxi. There was no claim of responsibility for this attack; however, authorities stated that the assailant were suspected members of Tehrik-i-Taliban Pakistan (TTP).",0,1,0,3,Bombing/Explosion,20,Unknown,,,Unknown,Unknown,Tehrik-i-Taliban Pakistan (TTP),0,,,6,Explosives,15.0,Vehicle,3.0,0.0,3.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,START Primary Collection,0,0,0,0,2013-01-30,Jan,1.0,Wednesday
201301310009,2013,1,31,Federally Administered Tribal Areas,Mali Khel,33.654337,70.183862,,"01/31/2013: A roadside bomb detonated in Mali Khel village in Kurram Agency, Federally Administered Tribal Areas, Pakistan. The blast struck two United Nations (UN) polio workers who were giving vaccinations to the villagers; both workers were killed. No group claimed responsibility for the incident; however, sources note that Tehrik-i-Taliban Pakistan (TTP) have threatened anti-polio workers in the past.",0,1,0,3,Bombing/Explosion,7,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",United Nations Children's Fund (UNICEF),"Polio Vaccinators: Muzamel Hussain, Akbar Badshah",Tehrik-i-Taliban Pakistan (TTP),0,,,6,Explosives,8.0,Landmine,2.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,START Primary Collection,0,1,1,1,2013-01-31,Jan,1.0,Thursday
201302010002,2013,2,1,Khyber Pakhtunkhwa,Hangu,33.528892,71.056123,,"02/01/2013: A suicide bomber detonated an explosives-laden motorcycle outside of Shia and Sunni mosques in Hangu town, Khyber Pakhtunkhwa province, Pakistan. Approximately 25 people were killed in the blast and 55 other people were injured. Tehreek-i-Taliban Pakistan (TTP) claimed responsibility for the incident, stating that the target was the Shia mosque and the bombing was due to ideological differences.",0,1,1,3,Bombing/Explosion,15,Religious Figures/Institutions,86.0,Place of Worship,Unknown,Shiite Mosque,Tehrik-i-Taliban Pakistan (TTP),1,7.0,"Posted to website, blog, etc.",6,Explosives,15.0,Vehicle,25.0,0.0,1.0,55.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,START Primary Collection,0,0,0,0,2013-02-01,Feb,1.0,Friday
201302020001,2013,2,2,Khyber Pakhtunkhwa,Serai Naurang,32.823055,70.783748,,"02/02/2013: Perpetrators attacked a military camp in Serai Naurang town, Khyber Pakhtunkhwa, Pakistan. The attack involved rocket launchers, automatic weapons and four suicide bombers. Approximately 35 people, including Pakistani soldiers and civilians, were killed and eight more people were injured in the exchange of gunfire. This was one of two coordinated attacks. The other incident involved a suicide bomber detonating explosives nearby. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident, stating that the attack was a response to a recent United States drone strike that killed two TTP commanders.",1,1,1,3,Bombing/Explosion,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Pakistan Army,Camp,Tehrik-i-Taliban Pakistan (TTP),1,2.0,Call (post-incident),6,Explosives,13.0,Suicide (carried bodily by human being),35.0,0.0,12.0,8.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A house was damaged in this attack.,0,,,,,,,,,,,,,,,,,START Primary Collection,0,0,0,0,2013-02-02,Feb,1.0,Saturday
201302020002,2013,2,2,Khyber Pakhtunkhwa,Serai Naurang,32.823055,70.783748,,"02/02/2013: A suicide bomber detonated explosives in a house near a Pakistani army base in Serai Naurang town, Khyber Pakhtunkhwa, Pakistan. Ten civilians died in the explosion. The bombing directly followed an attack on a Pakistani military camp. This was one of two incidents in this area on this day. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident, stating that the attack was a response to a recent United States drone strike that killed two TTP commanders.",1,1,1,3,Bombing/Explosion,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Pakistan Army,Base,Tehrik-i-Taliban Pakistan (TTP),1,2.0,Call (post-incident),6,Explosives,13.0,Suicide (carried bodily by human being),11.0,0.0,1.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A house was damaged in this attack.,0,,,,,,,,,,,,,,,,,START Primary Collection,0,0,0,0,2013-02-02,Feb,1.0,Saturday
201302040013,2013,2,4,Sindh,Karachi,24.891116,67.143312,In the Mauripur area,"02/04/2013: An explosive device placed at a speed bump detonated in Karachi city, Sindh, Pakistan. The device was meant to target a police patrol. No one was injured in the attack. The Baloch Liberation Army (BLA) claimed responsibility for the incident.",0,1,0,3,Bombing/Explosion,3,Police,23.0,Police Patrol (including vehicles and convoys),Pakistani Police,Patrol,Baloch Liberation Army (BLA),1,10.0,Unknown,6,Explosives,12.0,Remote Trigger,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,START Primary Collection,0,0,0,0,2013-02-04,Feb,0.0,Monday
201302080007,2013,2,8,Federally Administered Tribal Areas,Kalaya,33.742381,70.965883,In Orakzai Agency,"02/08/2013: A remote-controlled explosive device detonated in a market near a DVD store, mosque and government offices in Kalaya town, Federally Administered Tribal Areas, Pakistan. The attack targeted members of the pro-government Feroz Khel tribe who owned stores along the street. At least 13 people died and 31 other people were wounded in the explosion. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident.",0,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86.0,Place of Worship,Unknown,Mosque,Tehrik-i-Taliban Pakistan (TTP),1,10.0,Unknown,6,Explosives,12.0,Remote Trigger,13.0,0.0,0.0,31.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Several shops were damaged in this attack.,0,,,,,,,,,,,,,,,,Casualty numbers for this attack conflict across sources. The most recent estimates are reported here.,START Primary Collection,0,0,0,0,2013-02-08,Feb,1.0,Friday
201302080008,2013,2,8,Balochistan,Mand,26.115632,62.037644,In Turbat district,"02/08/2013: Assailants launched rocket-propelled grenades at a paramilitary convoy in Mand town, Turbat district, Balochistan, Pakistan. Two soldiers were killed and one other soldier was wounded. Two vehicles were also damaged in the attack. The Baloch Liberation Front claimed responsibility for the incident.",0,1,0,2,Armed Assault,4,Military,29.0,Military Unit/Patrol/Convoy,Frontier Corps (FC),Convoy,Baloch Liberation Front (BLF),1,2.0,Call (post-incident),6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",2.0,0.0,0.0,1.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Two vehicles were damaged in this attack.,0,,,,,,,,,,,,,,,,,START Primary Collection,0,0,0,0,2013-02-08,Feb,0.0,Friday
201302100020,2013,2,10,Balochistan,Quetta,30.20082,66.994352,By Khuda-e-Dad road,"02/10/2013: Perpetrators launched rockets at targets in Quetta city, Balochistan, Pakistan. One rocket landed by the house of Police Constable, Ahmed Jan, near Khuda-e-Dad road. Seven people, including Jan and his wife, were injured in the attack. The United Baloch Army (UBA) claimed responsibility for the incident, stating that it was avenging recent operations in Awaran, Mashkay, and Mastung areas.",1,1,0,3,Bombing/Explosion,3,Police,25.0,Police Security Forces/Officers,Pakistani Police,Residence of Constable: Ahmed Jan,United Baloch Army (UBA),1,10.0,Unknown,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",0.0,0.0,0.0,7.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A house was damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers for this attack conflict across sources. Following GTD protocol, the lowest estimates are reported here.",START Primary Collection,0,0,0,0,2013-02-10,Feb,0.0,Sunday
201302100021,2013,2,10,Balochistan,Quetta,30.20082,66.994352,Along Pir Abdul Khair Road,"02/10/2013: Perpetrators launched rockets at targets in Quetta city, Balochistan, Pakistan. One rocket landed near a mosque on Pir Abdul Khair Road. No one was killed by this rocket, although there was some property damage. The United Baloch Army (UBA) claimed responsibility for the incident, stating that it was avenging recent operations in Awaran, Mashkay, and Mastung areas",1,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86.0,Place of Worship,Unknown,Mosque,United Baloch Army (UBA),1,10.0,Unknown,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Buildings and electricity cables were damaged in this attack.,0,,,,,,,,,,,,,,,,,START Primary Collection,0,0,0,0,2013-02-10,Feb,0.0,Sunday
201302100022,2013,2,10,Balochistan,Quetta,30.20082,66.994352,On Alamdar Road,"02/10/2013: Perpetrators launched rockets at targets in Quetta city, Balochistan, Pakistan. One rocket landed on Alamdar Road. No one was killed by this rocket, although there was some property damage. The United Baloch Army (UBA) claimed responsibility for the incident, stating that it was avenging recent operations in Awaran, Mashkay, and Mastung areas.",1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Not Applicable,Civilians,United Baloch Army (UBA),1,10.0,Unknown,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Buildings and electricity cables were damaged in this attack.,0,,,,,,,,,,,,,,,,,START Primary Collection,0,0,0,0,2013-02-10,Feb,0.0,Sunday
201302110002,2013,2,11,Sindh,Karachi,24.891116,67.143312,Occurred On Korangi Road Near Qayyumabad Flyover,"02/11/2013: An explosive device detonated in a sub-station of the Sui Southern Gas Company (SSGC) in Karachi, Sindh province, Pakistan. One person was injured in the attack and several areas of the station were damaged. No group has claimed responsibility for the attack; however, police attribute it to the Tehrik-i-Taliban Pakistan (TTP).",0,1,0,3,Bombing/Explosion,21,Utilities,106.0,Gas,Sui Southern Gas Company Limited (SSGC),Substation,Tehrik-i-Taliban Pakistan (TTP),0,,,6,Explosives,14.0,Time Fuse,0.0,0.0,0.0,1.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The wall of a gas station was damaged in this attack.,0,,,,,,,,,,,,,,,,Casualty numbers for this attack conflict across sources.,START Primary Collection,0,0,0,0,2013-02-11,Feb,1.0,Monday
201302120009,2013,2,12,Khyber Pakhtunkhwa,Mardan,34.20059,72.048437,,"02/12/2013: An explosive device was detonated at a government post-graduate college in Mardan district, Khyber Pakhtunkhwa province, Pakistan. The building was damaged but no one was injured. No group has claimed responsibility for the attack; however, media sources note that the Taliban have targeted government schools in Khyber Pakhtunkhwa before.",0,1,0,3,Bombing/Explosion,8,Educational Institution,49.0,School/University/Educational Building,Government Postgraduate College in Mardan,Physics Department Classroom,Tehrik-i-Taliban Pakistan (TTP),0,,,6,Explosives,16.0,Unknown Explosive Type,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A college was damaged in this attack.,0,,,,,,,,,,,,,,,,,START Primary Collection,0,0,0,0,2013-02-12,Feb,1.0,Tuesday
201302140001,2013,2,14,Federally Administered Tribal Areas,Hasanzai Bazaar,33.707778,71.0025,City is located in Orakzai Agency,"02/14/2013: An explosive device detonated near a passenger vehicle of Zakakhel tribal members in Hasanzai Bazaar, Orakzai Agency, Federally Administered Tribal Areas, Pakistan. The blast killed four tribesmen and wounded nine others. No group has claimed responsibility for the incident. This was one of two explosions that occurred at different times in the same area targeting anti-Taliban tribesmen.",1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Zakhakhel Tribe Members,Tehrik-i-Taliban Pakistan (TTP),0,,,6,Explosives,16.0,Unknown Explosive Type,4.0,0.0,0.0,9.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A van was damaged in this attack.,0,,,,,,,,,,,,,,,,Casualty numbers for this attack conflict across sources.,START Primary Collection,0,0,0,0,2013-02-14,Feb,1.0,Thursday
201302140005,2013,2,14,Khyber Pakhtunkhwa,Thal,33.367218,70.547683,Located In Hangu District,"02/14/2013: A suicide bomber rammed a vehicle full of explosives into a joint security check post in Thall, Khyber Pakhtunkhwa province, Pakistan. At least seven security personnel, policemen and civilians were killed and 11 were injured; the check post was destroyed in the attack as well. The Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack.",0,1,1,3,Bombing/Explosion,4,Military,36.0,Military Checkpoint,Frontier Corps (FC),Joint Checkpoint,Tehrik-i-Taliban Pakistan (TTP),1,10.0,Unknown,6,Explosives,15.0,Vehicle,8.0,0.0,1.0,11.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A checkpoint was damaged in this attack.,0,,,,,,,,,,,,,,,,Casualty numbers for this attack conflict across sources.,START Primary Collection,0,0,0,0,2013-02-14,Feb,1.0,Thursday
201302140006,2013,2,14,Khyber Pakhtunkhwa,Bannu district,32.929773,70.669266,Occurred At Miryan Police Station,"02/14/2013: Six suicide bombers attacked Miryan police station in Bannu district, Khyber Pakhtunkhwa province, Pakistan. The assailants tossed grenades, fired rockets, and engaged in a gun battle with police. Three suicide attackers were shot to death and three detonated their explosives, killing themselves. In addition, one security official was injured in the attack and the police station was damaged. The Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack, stating it was in revenge for the recent killing of members in North Waziristan.",0,1,1,3,Bombing/Explosion,3,Police,22.0,"Police Building (headquarters, station, school)",Pakistani Police,Police Station,Tehrik-i-Taliban Pakistan (TTP),1,8.0,Personal claim,6,Explosives,13.0,Suicide (carried bodily by human being),6.0,0.0,6.0,1.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A police station was damaged in this attack.,0,,,,,,,,,,,,,,,,Casualty numbers for this attack conflict across sources.,START Primary Collection,0,0,0,0,2013-02-14,Feb,1.0,Thursday
201302140007,2013,2,14,Federally Administered Tribal Areas,Stanzai,33.7075,71.002222,Located in Orkazai Agency,"02/14/2013: A roadside bomb detonated on a van carrying members of an anti-Taliban militia in Orkazai Agency, Pakistan. Seven people were killed and at least nine were injured in the attack. This was one of two explosions that occurred at different times in the same area targeting anti-Taliban tribesmen. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for this incident.",1,1,0,3,Bombing/Explosion,17,Terrorists/Non-State Militia,94.0,Non-State Militia,Zakhakhel Aman Lashkar,Members,Tehrik-i-Taliban Pakistan (TTP),1,10.0,Unknown,6,Explosives,16.0,Unknown Explosive Type,7.0,0.0,0.0,9.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A bus was damaged in this attack.,0,,,,,,,,,,,,,,,,Casualty numbers for this attack conflict across sources.,START Primary Collection,0,0,0,0,2013-02-14,Feb,1.0,Thursday
